mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e15,1.0,0.3,0.00012917061796741526,0.00012917061692867626,8.041604382391654e-9
1.0e15,1.0,1.0,2.655293926853224e-5,2.6552938964939132e-5,1.1433502922209016e-8
1.0e15,1.0,2.0,6.176766527989152e-6,6.1767664954882035e-6,5.261806101941602e-9
1.0e15,1.0,4.0,1.0210155082867748e-6,1.0210155134925502e-6,5.0986250776929865e-9
1.0e15,3.0,0.003,0.0016696836977784938,0.0016696836986630893,5.297982053065198e-10
1.0e15,3.0,0.01,0.0016258119010156408,0.0016258119023753338,8.363163495062054e-10
1.0e15,3.0,0.03,0.0015257168774092237,0.0015257168865675478,6.002636609991896e-9
1.0e15,3.0,0.1,0.0012435908408069659,0.0012435908466458514,4.6951822429974754e-9
1.0e15,3.0,0.3,0.0007156144186677356,0.0007156144230951795,6.186912537842204e-9
1.0e15,3.0,1.0,0.00014529865385002155,0.00014529865248604824,9.387377430947197e-9
1.0e15,3.0,2.0,2.809968282776312e-5,2.8099682251950135e-5,2.0491796592914113e-8
1.0e15,3.0,4.0,3.1301071363786546e-6,3.130107113401446e-6,7.340709928804756e-9
1.0e15,5.0,0.003,0.004752777230108148,0.004752777230916585,1.7009771369203008e-10
1.0e15,5.0,0.01,0.004637561391751124,0.0046375613996949856,1.712939345921427e-9
1.0e15,5.0,0.03,0.004376165390179856,0.004376165401298112,2.5406390324889117e-9
1.0e15,5.0,0.1,0.00363412949838955,0.003634129553802187,1.524784321027539e-8
1.0e15,5.0,0.3,0.0021816987686552516,0.002181698788231883,8.973113807542177e-9
1.0e15,5.0,1.0,0.00046257510157252243,0.0004625750850245707,3.577354601436156e-8
1.0e15,5.0,2.0,8.456819663098236e-5,8.456819620100524e-5,5.084383247755397e-9
1.0e15,5.0,4.0,7.770708153448165e-6,7.770708007456814e-6,1.8787393418762122e-8
5.011872336272715e15,0.01,0.003,0.0008362939181566093,0.0008376557323060877,0.001628391788953909
5.011872336272715e15,0.01,0.01,0.0008061002870392346,0.0008084576544661635,0.0029244096111009643
5.011872336272715e15,0.01,0.03,0.000736170565302426,0.00073903821474171,0.0038953600896904916
5.011872336272715e15,0.01,0.1,0.0005509192105242265,0.0005565924395947747,0.010297751398339994
5.011872336272715e15,0.01,0.3,0.0002733132437366026,0.0002955328710107944,0.08129729452702739
5.011872336272715e15,0.01,1.0,5.5908179589678057e-5,8.185303854832223e-5,0.46406195209822565
5.011872336272715e15,0.01,2.0,1.5128480716559243e-5,2.9452969043632638e-5,0.9468557084779956
